id,area,type,cell,safe,spk_youngest,reg_voter,gender,rwdirusa,rwdiril,rwdirlocal,qlife,prim14_party,prim14_rep_gov,prim14_rep_gov_other,gov14_quin_raun,gov14_quin_raun_other,gov14_quin_brady,gov14_quin_brady_other,gov14_quin_dill,gov14_quin_dill_other,gov14_quin_ruth,gov14_quin_ruth_other,fix_deficit_il14,tax_temp_inc1,tax_temp_inc2,cuts_K12,cuts_he,cuts_cops,cuts_parks,cuts_poor,cuts_disable,pen_cuts,tax_sales,tax_services,gamble_exp,tax_pen_ssi,tax_ret_inc,pen_refbill,term_total_yrs,term_leader,term_resp,term_expert,term_fresh,term_lobby,crpt_city_com,crpt_county_com,crpt_city_impact,crpt_state_com,crpt_st_impact,crpt_fed_com,crpt_fed_impact,gun_own,schoolgrd,schoolgrd_tax,gun_conceal_expt,gun_conceal_safe,local_ce,national_ce,news_accurate,say_from,say_from_other,q46_a1,q46_a2,q46_a3,q46_a4,q46_a5,q46_a6,q46_a7,q46_a8,q46_a9,q46_a10,q46_a11,q46_a12,q46,hc_medicaid,hc_ins_quality,hc_ins_cost,hc_get_ins,hc_delayed,hc_condition,abort_leg,lg_coup_rts,education,ideology,party_aff,employ_time,employ_type,retired_type,relig_att_often,relig_type,religion,born_again,zip,age,birth_yr,rac_eth,rac_eth_other,hh_inc,news_loc_tv,news_nat_np,news_npr,news_radio,news_msnbc,news_fox,news_cnn,news_bbc,news_huffpo,news_comedy,news_social,news_oth_dum,news_oth_word,news_no_contact
39131,2,1, , ,1,1,1,1,2,2,1,3, , ,3, ,9, ,9, ,3, ,1,1, ,2,2,1,2,2,2,2,1,1,2,9, ,4,1,1,3,2,3,2,3,3,2,4,3,4,4,2,2, ,2,2,4,4,4,4, ,1,5,9,3,7, , , , , , , , ,2,3, , ,2, ,1,1,6,1,2,3, ,3,5, ,3, ,60047,9,1949,1, ,9,1,0,1,0,1,0,1,0,1,0,0,0, ,0
41471,2,1, , ,1,1,1,1,2,1,1,2, , ,3, ,3, ,3, ,3, ,3,2, ,2,2,2,2,2,2,1,2,2,2,9, ,2,4,9,3,2,3,2,2,2,1,2,2,2,2,2,2, ,1,1,3,4,3,4, ,7,5,9,11, , , , , , , , , ,2,3, , ,2, ,1,1,6,2,1,1,3, ,5, ,3, ,60047,4,1976,1, ,7,0,0,0,0,1,0,1,0,1,0,1,0, ,0
38070,2,1, , ,1,1,2,1,2,1,2,2, , ,9, ,9, ,9, ,9, ,3,2, ,2,2,2,2,1,2,1,2,2,4,1, ,2,1,1,3,3,2,1,4,4,2,3,3,3,2,2,1,1,1,1,1,1,3,1, ,11,4, , , , , , , , , , , ,2,3, , ,1,4,3,1,2,3,2,4, , ,4, ,1,5,60463,6,1968,1, ,6,0,0,0,1,0,0,0,0,0,0,1,0, ,0
39881,2,1, , ,1,1,2,2,2,1,2,2, , ,3, ,9, ,9, ,9, ,3,2, ,2,2,2,2,2,2,2,1,4,4,2,1,3,1,1,3,3,1,3,2,9,4,3,4,3,3,2,2, ,2,2,3,3,2,5, ,6,7,5,11,10,1,2, , , , , , ,2,3, , ,2, ,2,1,2,2,3,3, ,1,3,1, ,1,60118,11,1941,1, ,4,1,1,0,0,1,1,1,0,0,1,1,0, ,0
42049,2,1, , ,1,1,1,1,1,1,1,2, , ,9, ,9, ,9, ,9, ,2,2, ,2,2,2,1,2,2,2,1,4,4,2,2,4,1,1,1,3,1,4,1,1,1,4,1,2,1,2,1,1,1,1,4,4,2,2, ,10,7,3,1,5,4,8,9,6,2, , , ,2,3, , ,2, ,1,1,3,2,3,3, ,3,1,1, ,3,60440,9,1950,2, ,6,1,1,1,1,1,1,1,1,1,1,0,0, ,0
37506,2,1, , ,1,1,1,9,9,9,3,2, , ,3, ,3, ,3, ,3, ,9,2, ,2,2,2,2,2,2,2,2,9,3,2,1,9,3,3,9,2,2,2,2,3,2,9,2,9,9,2,2, ,1,9,2,2,3,1, ,11,3,5,2,4, , , , , , , , ,2,1, , ,9, ,2,1,6,2,2,3, ,1,5, ,3, ,60202,8,1954,1, ,9,0,1,1,1,1,0,0,0,0,0,1,0, ,0
42353,2,1, , ,1,1,2,1,1,2,5,2, , ,3, ,3, ,3, ,3, ,1,2, ,2,2,2,2,2,2,1,2,3,4,2,2,4,4,1,4,4,1,4,4,4,2,4,4,4,2,2,2, ,2,2,2,4,3,1, ,6,5,1,7, , , , , , , , , ,2,9, , ,2, ,2,3,3,3,1,3, ,1,2,1, ,5,60621,11,1939,2, ,9,1,0,0,0,1,1,1,0,0,0,0,0, ,0
42869,3,1, , ,1,1,1,2,2,2,3,3, , ,9, ,9, ,9, ,9, ,2,4,4,2,2,2,2,2,2,2,2,4,3,2,1,2,1,1,1,4,1,2,3,2,2,3,2,4,3,1,1,1,1,1,3,3,3,5, ,1,7,4,6,11,8,2,5, , , , , ,2,3, , ,2, ,2,2,3,9,9,1,1, ,4, ,1,2,61341,6,1965,1, ,9,1,1,0,1,1,1,1,1,0,0,1,0, ,0
38186,2,1, , ,1,1,1,2,2,2,4,3, , ,1, ,1, ,1, ,3, ,2,2, ,2,2,2,1,2,2,2,1,2,2,2,2,3,3,3,2,3,2,3,4,4,4,4,4,3,2,1,2, ,1,1,3,3,3,1, ,7,2,1,11,4,9,8,5, , , , , ,2,3, , ,2, ,2,1,4,4,1,1,1, ,4, ,3, ,60636,5,1972,2, ,3,1,1,0,1,1,0,1,1,1,0,1,0, ,0
40237,2,1, , ,1,1,1,2,2,2,3,3, , ,9, ,9, ,9, ,9, ,3,2, ,2,1,2,2,2,2,1,1,2,3,1, ,9,2,1,2,4,3,2,4,4,3,4,4,4,4,1,2, ,1,8,4,4,3,1, ,3,8,9,4, , , , , , , , , ,2,3, , ,1,3,2,1,6,3,9,1,2, ,1,1, ,5,60060,4,1975,1, ,2,0,0,1,1,0,0,0,1,1,0,0,0, ,0
41149,2,1, , ,1,1,1,1,1,1,3,3, , ,3, ,3, ,9, ,3, ,1,3,2,1,1,2,1,1,1,2,2,2,3,1, ,9,3,2,3,3,3,3,2,2,1,2,1,2,1,1,2, ,1,2,2,2,4,1, ,1,2,3, , , , , , , , , , ,2,3, , ,2, ,2,2,6,2,2,3, ,4,3,1, ,5,60613,12,1935,2, ,5,1,1,1,0,0,0,0,0,0,0,0,0, ,0
42422,2,1, , ,1,1,2,2,2,2,2,1,10, ,1, ,1, ,1, ,1, ,2,3,3,2,1,2,1,9,2,1,2,2,2,2,2,9,2,2,2,9,2,3,2,3,2,3,2,4,4,1,1,2,2,1,3,3,3,5, ,6,2,1,11,4,9, , , , , , , ,2,3, , ,2, ,3,2,3,5,5,3, ,1,1,1, ,5,60083,10,1944,1, ,9,1,1,0,1,0,1,0,0,1,0,1,0, ,0
36264,2,1, , ,1,1,2,2,2,2,2,9, , ,9, ,9, ,9, ,9, ,2,2, ,2,2,2,2,2,2,2,2,3,9,2,2,3,2,9,3,3,2,3,4,3,4,4,4,3,4,2,1,2,2,2,1,1,3,99, ,6,1,2,7,5, , , , , , , , ,1,2,1, ,2, ,2,2,2,4,2,4, , ,3,2, , ,60639,8,1955,9, ,2,1,1,0,0,1,1,1,0,0,0,0,0, ,0
17358,2,1, , ,1,1,2,1,1,2,3,2, , ,3, ,3, ,3, ,3, ,9,3,3,2,2,2,2,2,2,1,2,4,2,2,2,3,1,1,4,1,1,4,3,3,3,3,2,1,2,1,1,2,1,2,3,3,1,2, ,1,4,10,5,3,7,2, , , , , , ,2,3, , ,2, ,2,3,2,2,1,3, ,2,1,1, ,5,60176,12,1937,1, ,3,1,1,1,1,1,0,1,0,0,1,0,0, ,0
37289,2,1, , ,1,1,1,2,2,2,3,2, , ,3, ,1, ,1, ,3, ,9,2, ,2,1,1,1,2,2,1,1,4,1,2,1,3,1,1,3,2,4,1,4,4,2,3,2,3,3,2,2, ,1,8,4,4,2,1, ,4,8,11,3,7,1,6, , , , , , ,2,2,1, ,1,2,1,1,5,3,4,1,1, ,3,1, ,5,60013,6,1967,4, ,4,1,0,1,1,0,1,1,1,0,0,1,0, ,0
38112,2,1, , ,1,1,1,1,2,2,3,2, , ,3, ,3, ,3, ,3, ,3,2, ,2,2,2,2,2,2,1,1,3,9,2,1,1,1,1,1,4,1,4,4,3,4,4,4,3,2,2,2, ,1,2,4,4,3,1, ,1,5,10,7,3,8,11,9,2, , , , ,2,3, , ,2, ,1,1,6,1,1,1,4, ,1,1, ,2,60634,7,1959,2, ,7,1,1,1,0,1,0,1,1,1,1,1,0, ,0
36671,1,1, , ,1,1,2,2,2,2,3,1,1, ,1, ,1, ,1, ,1, ,2,4,4,2,2,2,9,2,2,1,2,3,4,1, ,1,1,1,1,2,1,3,4,4,4,4,4,9,4,1,1,2,9,9,4,4,2,1, ,6,1,8,2,3, , , , , , , , ,1,2,1, ,1,1,2,2,6,4,5,1,4, ,2,1, ,1,60610,99,9999,1, ,9,1,1,1,0,0,1,0,1,0,0,0,0, ,0
37428,3,1, , ,1,1,1,2,2,2,3,1,7, ,1, ,1, ,1, ,1, ,2,4,2,1,2,1,2,1,1,2,2,4,4,2,1,4,1,1,1,4,1,4,4,3,4,4,3,3,3,2,1,1,2,2,4,4,3,88,MID WEST,6,1,5,11,7,4,2, , , , , , ,2,4, ,2,1,2,3,3,4,2,7,1,4, ,4, ,1,5,60033,7,1960,1, ,3,1,1,0,1,1,1,1,0,0,0,1,0, ,0
37963,3,1, , ,1,1,2,2,9,1,2,2, , ,1, ,9, ,9, ,9, ,8,9, ,1,1,2,1,2,2,9,2,2,4,1, ,4,4,1,4,3,1,4,4,3,2,4,2,3,2,2,9, ,9,2,1,2,2,2, ,4,7,1, , , , , , , , , , ,2,3, , ,2, ,2,1,2,4,6,3, ,4,4, ,1,5,60051,11,1940,1, ,1,1,0,0,1,0,0,1,0,0,0,0,0, ,0
39949,3,1, , ,1,1,2,9,2,2,3,2, , ,1, ,1, ,1, ,1, ,3,2, ,2,2,2,1,2,2,2,1,3,2,2,1,4,2,1,1,3,1,3,1,1,1,4,2,3,2,2,2, ,2,2,2,2,2,11, ,5,1,10,4, , , , , , , , , ,2,3, , ,2, ,2,1,2,4,2,1,1, ,4, ,1,5,62231,12,1935,1, ,1,1,0,0,1,1,0,0,0,0,1,0,0, ,0
41632,3,1, , ,1,1,1,2,2,1,2,1,1, ,1, ,1, ,1, ,1, ,2,4,3,2,2,2,9,9,2,2,2,2,4,2,1,4,1,1,1,4,1,4,1,1,1,4,4,4,2,1,1,1,1,9,4,4,2,88,CHAMPAGNE,1,6,10, , , , , , , , , , ,2,3, , ,2, ,2,3,5,5,8,9, , ,1,1, ,4,61832,8,1955,1, ,6,1,0,0,0,0,1,0,0,0,1,0,0, ,0
37955,1,1, , ,1,1,1,2,2,2,1,2, , ,3, ,1, ,3, ,3, ,2,4,3,1,2,1,2,1,1,1,2,3,1,1, ,1,1,1,1,4,1,4,3,4,4,3,4,1,1,2,1,2,1,2,4,4,3,1, ,1,3,11,2,10,9,5, , , , , , ,1,3, , ,2, ,1,1,6,3,1,1,1, ,2,1, ,5,60611,3,1979,5, ,7,1,1,1,0,1,0,0,0,1,1,1,0, ,0
42622,1,1, , ,1,1,2,9,9,1,1,9, , ,3, ,3, ,3, ,3, ,1,3,2,2,2,2,2,2,2,2,2,3,9,2,2,2,1,9,4,9,1,4,3,4,1,3,1,3,2,2,1,9,2,2,1,2,2,4, ,10,5,7,1, , , , , , , , , ,2,3, , ,2, ,9,1,2,2,5,3, ,3,1,1, ,5,60616,13,1921,2, ,1,1,0,0,0,1,0,1,0,0,1,0,0, ,0
38612,1,1, , ,1,1,1,2,2,2,2,1,1, ,1, ,1, ,1, ,1, ,2,4,4,9,2,2,2,1,9,1,2,2,2,2,2,2,3,3,2,2,3,3,3,3,2,3,2,2,2,1,1,2,1,8,4,4,3,1, ,6,1,2, , , , , , , , , , ,2,3, , ,2, ,2,2,6,5,7,3, ,1,4, ,1,5,60610,11,1941,1, ,5,1,1,0,0,0,1,0,0,0,0,0,0, ,0
42168,3,1, , ,1,1,1,2,2,2,3,1,10, ,1, ,1, ,1, ,1, ,2,4,9,2,2,2,2,2,2,1,1,4,2,2,2,4,1,1,3,4,1,1,1,2,1,4,4,4,3,1,1,1,1,2,3,2,3,11, ,7,10,5,4,1, , , , , , , , ,2,2,1, ,2, ,1,1,3,3,3,1,1, ,4, ,1,5,62801,8,1954,1, ,5,1,0,0,1,1,0,1,0,0,1,0,0, ,0
37819,2,1, , ,1,1,2,2,2,2,1,2, , ,3, ,3, ,3, ,3, ,2,1, ,1,1,1,1,1,1,1,1,3,2,1, ,2,3,4,2,2,2,2,4,3,2,4,2,3,3,1,2, ,2,2,2,2,3,11, ,2,1,5,6,7, , , , , , , , ,2,3, , ,2, ,2,1,2,4,1,3, ,1,3,1, ,5,60430,12,1936,2, ,1,1,1,0,0,1,1,1,0,0,0,0,0, ,0
38424,2,1, , ,1,1,2,2,9,9,2,2, , ,3, ,3, ,3, ,3, ,2,4,3,1,2,1,2,2,2,9,2,3,9,9, ,9,1,1,3,3,2,3,3,4,2,4,2,2,2,1,1,9,2,8,2,1,2,1, ,1, , , , , , , , , , , , ,2,3, , ,2, ,3,2,3,4,9,3, ,1,1,2, , ,60634,13,1925,1, ,2,1,0,0,0,0,0,0,0,0,0,0,0, ,0
39354,2,1, , ,1,1,1,2,2,9,2,9, , ,9, ,9, ,9, ,9, ,8,4,4,1,1,9,1,9,2,9,2,4,4,9, ,9,3,1,4,4,3,9,3,4,3,4,3,2,2,2,2, ,2,2,4,4,2,5, ,3,2,7,1,4,6, , , , , , , ,1,2,1, ,2, ,3,2,9,4,9,3, ,9,1,9, , ,99999,99,9999,9, ,9,1,1,1,1,0,1,1,0,0,0,0,0, ,0
36348,2,1, , ,1,1,2,2,2,1,2,9, , ,9, ,1, ,9, ,1, ,2,4,2,2,2,2,1,2,2,1,2,4,2,2,1,9,1,1,9,3,2,3,4,4,4,4,4,3,3,2,2, ,2,2,1,1,2,1, ,1,2,10,5,9,4,3, , , , , , ,2,3, , ,2, ,1,1,5,4,6,3, ,2,2,1, ,5,60614,8,1956,1, ,7,1,1,1,1,1,0,0,0,1,1,0,0, ,0
37589,2,1, , ,1,1,2,1,1,1,2,2, , ,3, ,3, ,3, ,3, ,3,9, ,2,2,2,2,2,2,2,1,2,2,9, ,2,2,2,2,3,2,2,3,3,3,3,3,4,4,2,9, ,9,2,3,3,3,1, ,4,2,1,11,10,5,8, , , , , , ,2,3, , ,2, ,1,1,5,1,1,2,2, ,5, ,3, ,60148,2,1984,1, ,5,1,1,0,1,1,0,0,1,0,1,1,0, ,0
41077,2,1, , ,1,1,1,1,1,2,2,3, , ,1, ,3, ,3, ,3, ,3,3,3,2,2,1,2,2,2,1,2,2,4,1, ,1,2,2,3,2,1,1,3,2,3,3,3,1,2,2,2, ,2,1,3,3,4,1, ,2, , , , , , , , , , , , ,2,3, , ,2, ,1,1,6,3,1,1,2, ,1,2, , ,60657,4,1974,1, ,5,0,1,0,0,0,0,0,0,0,0,0,0, ,0
40549,3,1, , ,1,1,1,2,2,1,4,3, , ,8,SPONGEBOB,9, ,9, ,8,SPONGEBOB,2,4,4,2,1,2,2,1,2,1,2,4,1,2,1,9,1,1,1,4,1,1,4,2,2,4,4,4,4,1,2, ,1,8,3,3,2,11, ,3,7,4,1,5,6, , , , , , , ,2,3, , ,2, ,2,9,3,3,4,1,1, ,1,1, ,5,62881,7,1963,1, ,6,1,0,1,1,1,1,1,0,0,0,0,0, ,0
39585,2,1, , ,1,1,2,2,2,2,4,3, , ,1, ,1, ,9, ,3, ,2,4,3,2,1,2,2,2,2,1,2,3,2,2,2,2,1,1,3,3,3,3,3,4,3,4,4,4,4,2,9, ,1,2,3,4,3,5, ,7,1,4,2,5,6, , , , , , , ,2,2,1, ,2, ,9,2,6,4,5,3, ,9,3,1, ,5,60123,11,1943,1, ,4,1,1,0,1,1,1,1,0,0,0,0,0, ,0
42136,2,1, , ,1,1,2,2,2,2,5,1,10, ,1, ,9, ,9, ,1, ,2,3,9,9,1,9,2,2,2,1,2,3,3,1, ,9,1,1,1,4,1,9,2,4,2,3,2,3,2,1,2, ,1,9,3,4,2,2, ,6,2,1,4,8,3,10, , , , , , ,2,3, , ,1,2,3,2,3,4,5,3, ,1,2,1, ,5,60466,12,1938,1, ,3,1,1,1,1,0,1,0,1,0,1,0,0, ,0
36278,3,1, , ,1,1,1,9,1,1,2,2, , ,1, ,3, ,1, ,3, ,3,3,3,2,1,2,2,2,2,2,2,1,3,1, ,3,1,1,1,3,1,3,1,1,1,2,1,3,2,1,1,1,1,1,2,2,3,11, ,2,7,8,1,11,4, , , , , , , ,2,3, , ,2, ,2,1,4,3,2,1,1, ,5, ,1,5,62837,5,1971,1, ,4,1,1,0,1,0,0,1,1,0,0,1,0, ,0
37896,3,1, , ,1,1,1,1,2,1,2,2, , ,3, ,4, ,3, ,3, ,2,3,3,2,2,2,2,2,2,1,1,4,1,2,2,2,1,1,1,4,1,4,2,3,3,3,3,2,3,1,1,2,2,1,3,2,3,6, ,3,5,7,1, , , , , , , , , ,2,3, , ,2, ,2,3,2,4,2,1,3, ,1,1, ,5,62473,8,1956,1, ,5,1,0,1,0,1,0,1,0,0,0,0,0, ,0
40364,3,1, , ,1,1,1,2,2,1,2,1,10, ,1, ,1, ,1, ,1, ,2,4,3,2,2,1,2,1,2,2,2,4,2,2,1,3,2,3,2,3,1,1,4,3,3,4,4,4,4,1,2, ,2,1,3,3,2,2, ,1,2,8,10,7,4,6,3,9,11, , , ,2,2,1, ,1,3,2,2,4,5,5,1,1, ,4, ,1,5,60537,2,1985,1, ,3,1,1,1,1,0,1,1,1,1,1,1,0, ,0
41194,3,1, , ,1,1,1,2,2,2,4,1,10, ,1, ,1, ,1, ,1, ,2,1, ,1,1,1,1,1,1,1,2,4,9,2,2,9,1,1,1,4,1,4,4,4,3,4,3,4,4,1,1,2,1,1,4,4,2,5, ,1,3,10,7,11,2,4,8,5,6,9, , ,2,2,1, ,1,3,2,2,5,5,7,4, , ,4, ,1,5,61072,7,1963,1, ,4,1,1,1,1,1,1,1,1,1,1,1,0, ,0
36643,2,1, , ,1,1,1,2,2,2,3,1,1, ,1, ,1, ,1, ,1, ,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,1,4,1,2,2,4,2,2,3,3,3,1,1,1,2,1,3,3,2,11, ,5,7,1,4,6,11,2, , , , , , ,2,3, , ,2, ,3,3,3,2,5,3, ,1,1,1, ,5,60438,10,1946,1, ,2,1,1,0,1,1,1,1,0,0,0,1,0, ,0
36935,3,1, , ,1,1,2,2,2,2,3,3, , ,9, ,1, ,9, ,9, ,3,3,3,2,9,1,2,2,2,2,2,3,2,2,9,9,1,1,2,3,2,3,4,4,3,4,4,3,3,9,9, ,9,8,2,2,2,88,MIDDLE OF THE STATE,6,1,4,8,7, , , , , , , , ,2,3, , ,2, ,2,9,2,3,4,3, ,1,9, ,1,5,99999,99,9999,1, ,9,1,0,0,1,0,1,1,1,0,0,0,0, ,0
38104,3,1, , ,1,1,1,9,2,9,2,2, , ,9, ,3, ,3, ,1, ,2,3,3,2,2,2,1,2,2,1,2,3,2,2,1,3,3,1,2,2,2,3,4,2,2,2,2,9,9,1,1,9,9,2,3,3,4,1, ,4,1,5, , , , , , , , , , ,2,3, , ,2, ,1,1,6,3,1,1,1, ,1,1, ,5,60423,8,1958,4, ,6,1,0,0,1,1,0,0,0,0,0,0,0, ,0
42665,3,1, , ,1,1,1,2,2,2,3,9, , ,9, ,9, ,9, ,1, ,2,3,3,2,1,1,1,9,2,9,1,3,3,2,1,2,1,1,2,3,2,1,4,3,2,4,4,3,4,1,2, ,1,8,4,4,2,8, ,7,6,4,3,5,1, , , , , , , ,2,3, , ,2, ,2,2,2,3,5,2,1, ,4, ,1,5,99999,99,9999,1, ,2,1,0,1,1,1,1,1,0,0,0,0,0, ,0
36758,2,1, , ,1,1,2,1,2,1,3,1,10, ,9, ,1, ,1, ,9, ,3,3,9,2,9,2,2,9,2,9,2,9,9,2,9,9,1,1,2,3,2,3,3,9,2,3,2,3,2,2,2, ,2,8,3,3,3,2, ,3,6,7,5,1,9,4,11,2, , , , ,2,3, , ,2, ,2,1,5,3,5,1,1, ,1,1, ,5,60102,5,1972,1, ,7,1,1,1,1,1,1,1,0,1,0,1,0, ,0
37449,2,1, , ,1,1,2,9,1,1,2,3, , ,1, ,1, ,9, ,1, ,1,9, ,2,2,2,1,2,2,9,2,3,3,2,2,3,1,2,2,2,2,2,4,3,2,4,2,4,2,2,2, ,2,2,2,3,2,11, ,5,2,4,7,1,6, , , , , , , ,2,3, , ,2, ,3,1,2,3,5,3, ,1,1,1, ,5,60462,13,1922,1, ,1,1,1,0,1,1,1,1,0,0,0,0,0, ,0
38835,2,1, , ,1,1,2,1,1,2,4,2, , ,3, ,3, ,3, ,3, ,2,4,3,2,2,2,2,2,2,2,2,2,3,2,1,3,1,1,2,3,2,4,4,4,4,4,4,4,3,2,1,2,1,2,3,4,2,5, ,2,9,8,7,10,3,1,5, , , , , ,1,3, , ,2, ,3,3,6,3,3,1,1, ,1,1, ,5,60406,8,1954,2, ,3,1,1,1,0,1,0,1,1,1,1,0,0, ,0
39722,2,1, , ,1,1,2,2,2,1,5,9, , ,9, ,1, ,9, ,9, ,1,4,4,9,2,2,2,9,2,2,2,4,3,2,1,4,1,1,1,3,1,1,2,4,4,4,4,4,4,1,1,2,2,8,3,3,3,11, ,4,8,11,1,7,6, , , , , , , ,2,3, , ,2, ,3,9,5,5,5,1,1, ,2,1, ,5,60452,99,9999,1, ,9,1,0,0,1,0,1,1,1,0,0,1,0, ,0
41576,2,1, , ,1,1,2,2,2,1,3,3, , ,1, ,1, ,1, ,1, ,3,3,3,1,1,2,1,2,2,2,2,4,3,2,2,2,1,1,2,3,2,3,1,2,2,4,4,4,4,2,1,1,1,8,3,3,3,8, ,6,8,4,5,11, , , , , , , , ,2,9, , ,2, ,3,3,3,4,5,4, , ,1,1, ,1,60559,5,1971,9, ,5,0,0,0,1,1,1,0,1,0,0,1,0, ,0
47442,3,1, , ,1,1,1,2,2,1,3,1,6, ,8,WOULDN'T VOTE IN THIS PRIMARY IF IT IS THESE CANDIDATES,1, ,1, ,8,AGAIN WOULDN'T VOTE WITH THESE CANDIDATES,2,9, ,9,2,2,9,2,2,1,2,4,4,2,9,3,1,9,2,9,9,9,2,2,1,4,4,4,4,1,1,1,9,1,4,4,3,11, ,6,1,5,4, , , , , , , , , ,9,3, , ,2, ,2,2,2,5,7,3, ,1,1,1, ,2,62939,13,1930,1, ,9,1,0,0,1,1,1,0,0,0,0,0,0, ,0
43675,2,1, , ,1,1,1,2,2,1,3,1,3, ,3, ,1, ,1, ,1, ,2,3,3,2,1,2,1,2,2,1,2,4,4,2,1,1,1,1,1,4,1,1,3,4,4,4,4,4,4,1,1,1,1,2,3,4,3,1, ,4,8,1,2,6,11, , , , , , , ,1,3, , ,2, ,2,1,4,4,5,3, ,1,3,1, ,3,60510,10,1944,1, ,4,1,1,0,1,0,1,0,1,0,0,1,0, ,0
44804,2,1, , ,1,1,2,2,2,2,2,1,10, ,1, ,1, ,1, ,1, ,2,4,4,2,9,2,2,1,2,2,2,9,9,9, ,9,1,1,1,3,1,3,3,4,4,4,4,4,4,9,2, ,9,1,4,4,2,1, ,1,4,6,11,10, , , , , , , , ,2,2,1, ,2, ,2,1,5,4,6,1,4, ,4, ,1,5,60005,6,1964,1, ,7,1,0,0,1,0,1,0,0,0,1,1,0, ,0
46507,2,1, , ,1,1,1,1,1,1,3,2, , ,3, ,3, ,3, ,3, ,1,1, ,2,2,2,2,2,2,2,1,2,4,1, ,1,4,3,4,3,3,4,2,2,2,2,1,2,1,2,2, ,2,2,2,3,3,5, ,1,3,8,10, , , , , , , , , ,2,3, , ,2, ,1,1,5,2,1,3, ,3,4, ,1,5,60640,10,1944,1, ,1,1,0,1,0,0,0,0,1,0,1,0,0, ,0
47241,2,1, , ,1,1,1,1,2,1,1,3, , ,2, ,3, ,1, ,3, ,2,4,4,2,1,2,1,1,2,1,2,1,2,9, ,4,1,1,3,3,4,2,2,1,2,3,3,4,3,1,2, ,1,2,4,3,4,1, ,9,2,7,5,1,6,10,4, , , , , ,1,3, , ,1,3,1,2,5,4,2,1,1, ,2,1, ,5,60614,7,1963,4, ,6,1,1,0,1,1,1,1,0,1,1,0,0, ,0
47753,2,1, , ,1,1,2,2,2,2,5,2, , ,9, ,9, ,9, ,9, ,2,4,4,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,4,3,1,1,4,4,4,4,4,4,4,2,1,2,1,2,3,3,3,99, ,7,4,5,11,8,1,10,2, , , , , ,2,9, , ,2, ,2,9,4,3,1,1,4, ,5, ,1,2,60657,10,1948,2, ,9,1,1,0,1,1,0,1,1,0,1,1,0, ,0
44522,1,1, , ,1,1,1,1,1,1,2,3, , ,3, ,9, ,9, ,9, ,2,1, ,2,2,2,2,2,2,2,1,1,2,1, ,2,4,3,4,1,4,1,2,2,3,2,3,1,2,2,2, ,1,2,3,3,3,1, ,8,2,1, , , , , , , , , , ,2,3, , ,2, ,2,1,6,3,4,3, ,3,1,1, ,5,60611,11,1941,1, ,4,1,1,0,0,0,0,0,1,0,0,0,0, ,0
49272,2,1, , ,1,1,1,2,2,2,1,1,5, ,1, ,9, ,1, ,3, ,3,2, ,2,1,1,1,1,1,1,1,1,4,2,1,1,3,1,3,1,4,3,3,4,2,2,2,1,1,2,2, ,1,2,3,3,3,1, ,8,2,10,3, , , , , , , , , ,2,3, , ,2, ,2,1,6,3,4,1,3, ,2,1, ,5,60525,9,1950,1, ,7,0,1,1,0,0,0,0,1,0,1,0,0, ,0
49992,2,1, , ,1,1,1,2,1,1,3,2, , ,3, ,3, ,3, ,3, ,8,1, ,2,2,2,2,2,2,2,2,4,2,2,9,9,1,2,1,9,1,9,4,2,4,3,3,1,3,1,2, ,1,2,2,3,9,9, ,4,10,5,2,3,8, , , , , , , ,2,3, , ,2, ,9,1,5,1,1,3, ,3,4, ,1,5,60660,99,9999,1, ,9,0,1,1,1,1,0,0,1,0,1,0,0, ,0
43714,2,1, , ,1,1,2,9,2,1,1,1,5, ,1, ,1, ,1, ,1, ,3,3,3,2,1,2,1,2,2,1,2,2,2,9, ,2,1,1,1,2,1,2,1,3,4,4,4,3,3,2,1,1,1,2,3,3,3,2, ,4,2,3,6, , , , , , , , , ,2,3, , ,2, ,3,2,5,3,7,2,2, ,1,1, ,5,60067,12,1936,1, ,3,0,1,1,1,0,1,0,0,0,0,0,0, ,0
44735,2,1, , ,1,1,2,2,2,1,2,1,10, ,9, ,1, ,1, ,1, ,2,4,9,2,1,1,9,1,1,1,2,4,4,2,2,9,9,9,3,2,3,2,4,4,4,4,4,4,4,2,2, ,9,2,2,2,2,2, ,11,5,7,4,2,8,1, , , , , , ,2,3, , ,1,2,2,1,4,9,9,3, ,3,4, ,1,5,60463,99,9999,9, ,9,1,1,0,1,1,0,1,1,0,0,1,0, ,0
46676,2,1, , ,1,1,1,2,2,1,3,9, , ,1, ,9, ,1, ,1, ,2,9, ,2,9,2,1,2,1,9,2,3,1,1, ,9,3,4,2,9,2,9,1,1,1,3,1,2,1,2,2, ,9,2,9,2,2,4, ,3,2,4,1,5, , , , , , , , ,2,3, , ,2, ,9,1,4,9,9,4, , ,9, ,1,5,60527,99,9999,1, ,9,1,1,1,1,1,0,0,0,0,0,0,0, ,0
