id,area,rwdirusa,rwdiril,rwdirlocal,qlife,redist_hat,redist_neutral,redist_commis,app_pres_oba,firstam_1,firstam_2,firstam_3,firstam_4,firstam_5,firstam_6,firstam_7,firstam_8,firstam_9,firstam_10,firstam_11,firstam_12,firstam_13,firstam_14,massmedia,press_free,teapar_know,app_teapar,teapar_vote,gen10_vote,gen10_pollplace,gen10_house,gen10_enthu,term_lim_10,term_leader,cf_lim_judic,cf_pub_judic,cf_lim_leader,prim_nodeclr,fix_deficit_il10,cuts_K12,cuts_he,cuts_cops,cuts_parks,cuts_poor,cuts_disable,pen_cuts,tax_inc10,tax_sales,tax_services1,tax_services2,gamble_exp,sell_il_asset,gen10_gov,gen10_gov_no3,gen10_ussen,gen10_ussen_no3,recall_today,recall,abort_leg,lg_coup_rts,lg_mil_open,death_pen,betteroff_now,betteroff_1yr,poltol_vers,poltol_frs,poltol_frs_rep,poltol_frs_dem,poltol_frs_wom,poltol_frs_teapar,poltol_frs_lds,poltol_fru,poltol_fru_rep,poltol_fru_dem,poltol_fru_wom,poltol_fru_teapar,poltol_fru_lds,poltol_you_rep,poltol_you_dem,poltol_you_wom,poltol_you_teapar,poltol_you_lds,gender,education,ideology,party_aff,relig_att_often,relig_type,religion,relig_denom,relig_epis,relig_bapt,relig_bret,relig_coc,relig_cog,relig_luth,relig_meth,relig_pres,relig_crc,relig_mean,relig_what,born_again,christian_type,birth_yr,zip,rac_eth,rent_own,hh_inc,zip1,fips,adi,dma,msa,nielson,census,firam_pres,firam_spe,firam_relig,firam_pet,firam_asmbly,firam_tot,firam_none1,firam_other,firam_none2
000037,1,1,2,2,4,2,2,3,1,6, , , , , , , , , , , , , ,2,3,1,3, ,2, ,2,1,1,5,3,5,2,4,1,2,2,2,1,2,2,2,2,2,1, ,1,1,1, ,1, ,1, ,1,1, ,2,3,3,3, , , , , , , , , , , , ,2,1,1,2,2,2,2,3,1,1,1, ,3, ,2, , , , , , , , , ,2,2,1932,60643,2,2,1,60643,17031,196,140,1698,A,3,0,0,0,0,0,0,1,0,1
000102,3,2,2,2,2,4,4,2,4,5,2, , , , , ,6, , , , , , ,1,2,1,1, ,1,1,1,3,4,1,4,4,4,4,2,2,1,2,1,2,2,2,2,2, ,2,2,1,2, ,2, ,1, ,2,3, ,1,1,1,1,1,3,0,3,3,3, , , , , , , , , , , ,1,2,5,6,4, ,1,88, , , , , , , , , , , ,5,2,1945,62737,1,1,7,62376,17001,712,588,9999,C,3,0,1,0,0,1,2,0,0,0
000138,3,2,2,2,2,5,1,1,4,2,3, , , , , ,6, , , , , , ,2,3,1,1, ,1,1,1,3,1,1,1,1,4,1,2,2,3,2,2,2,2,1,2,2,2, ,1,1,2, ,2, ,1, ,2,2, ,1,2,3,3, , , , , , , , , , , , ,1,1,1,1,1,2,5,3,4,3,1, ,13, , , , , ,2, , , , , ,2,3,1949,61062,1,2,2,61062,17177,744,616,9999,D,3,0,1,1,0,0,2,0,0,0
000143,2,1,1,1,2,4,2,2,2,2,1, , , , , ,3, , , , , , ,2,1,2,5, ,1,1,2,3,1,1,1,1,1,1,3,2,2,2,2,2,2,2,1,1, ,1,1,3,1, ,1, ,1, ,1,1, ,1,1,1,2, , , , , , ,1,0,4,4,2,4, , , , , ,1,2,2,3,3,1, ,21, , , , , , , , , , , ,5,2,1989,60018,1,2,5,60016,17031,196,140,1698,A,3,1,1,1,0,0,3,0,0,0
000153,2,3,1,2,3,4,2,3,2,2,1,3,5, , , ,4, , , , , , ,2,1,2,6, ,1,1,3,3,2,2,2,3,1,1,2,2,1,2,2,2,1,1,2,2,2, ,2,2,1, ,2, ,2, ,2,1, ,2,3,3,1,1,3,1,3,3,3, , , , , , , , , , , ,2,6,3,4,4, ,1,5, , , , , , , , , , , , , ,1954,60305,1,2,4,60130,17031,196,140,1698,A,3,1,1,1,1,1,5,0,0,0
000172,3,1,1,3,2,3,1,3,2,2, , , , , , ,6, , , , , , ,2,3,2,5, ,1,1,2,2,1,4,4,3,4,4,2,2,2,2,2,2,2,2,2,2, ,2,1,1,2, ,1, ,1, ,2,1, ,1,2,3,3, , , , , , , , , , , , ,3,3,1,1,1,2,2,2,2,5, ,1,5, , , , , , , , , , , , , ,1947,60033,1,2,3,61012,17007,744,616,4042,B,3,0,1,0,0,0,1,0,0,0
000441,3,2,2,2,5,3,1,2,4,2, , , , , , ,1, , , , , , ,1,1,2,2, ,1,1,1,1,5,5,4,4,2,1,2,2,2,1,1,3,1,3,2,2, ,2,3,1,6, ,5, ,1, ,1,1, ,1,2,2,1,1,2,1,3,2,0, , , , , , , , , , , ,2,6,3,4,5, ,3, , , , , , , , , , , , , , ,1974,60950,1,2,6,60950,17091,196,140,2810,A,3,1,1,0,0,0,2,0,0,0
000455,3,2,2,2,3,3,2,2,2,2,3, , , , , ,7, , , , , , ,1,3,2,5, ,1,1,1,3,4,5,1,1,1,1,3,2,1,2,1,2,2,2,1,1, ,1,1,1,7, ,6, ,1, ,1,1, ,1,2,3,1,2, , , , , , , , , , , , , , , , ,2,3,3,3,3,1, ,19, , , , , , , ,1, , , ,2,2,1956,61401,1,2,4,61401,17095,246,192,9999,D,3,0,1,1,0,0,2,0,1,0
000526,2,2,2,2,2,3,3,3,4,5,3,2,1,4, , ,6, , , , , , ,3,4,1,1, ,1,1,1,1,1,1,5,4,5,3,2,1,3,2,1,3,2,1,2,2, ,2,1,1,2, ,2, ,3, ,2,2, ,1,3,4,2, , , , , , ,2, , , , , , , , , , ,2,5,5,7,1,1, ,5, , , , , , , , , , , , , ,1953,60521,1,2,8,60527,17043,196,140,1698,A,3,1,1,1,1,1,5,0,0,0
000532,2,2,2,2,3,3,3,3,2,2, , , , , , ,1, , , , , , ,2,3,1,1, ,1,1,2,4,2,2,2,3,1,3,2,2,2,1,1,2,2,2,2,2,2, ,2,2,1, ,1, ,2, ,2,2, ,2,3,1,3, , , , , , , , , , , , ,2,1,1,2,1,2,5,3,1,1,1, ,5, , , , , , , , , , , , , ,1925,60085,1,3,1,60085,17097,196,140,1698,A,3,1,1,0,0,0,2,0,0,0
000577,3,3,3,1,3,3,3,1,2,2,4,5, , , , ,6, , , , , , ,2,3,1,3, ,1,1,2,3,1,1,1,2,1,1,5,2,2,2,2,2,2,2,1,1,1, ,1,2,1, ,6, ,2, ,3,1, ,1,3,3,3, , , , , , , , , , , , ,3,1,1,2,1,1,5,1,2,4, ,3, , , , , , , , , , , , , , ,1981,61030,1,3,1,61030,17141,744,616,9999,B,3,0,1,0,1,1,3,0,0,0
000643,3,2,2,3,2,4,2,2,1,2, , , , , , ,6, , , , , , ,2,3,2,3, ,1,2,2,3,1,1,1,2,1,5,1,2,2,2,2,2,2,2,1,1, ,1,2,2,1, ,1, ,2, ,1,1, ,2,3,3,2, , , , , , ,1,0,4,3,0,2, , , , , ,1,6,3,3,5, ,3, , , , , , , , , , , , , , ,1927,60115,1,2,6,60115,17037,196,140,1698,A,3,0,1,0,0,0,1,0,0,0
000663,3,2,2,1,2,3,3,2,4,2,3,5, , , , ,1,4, , , , , ,2,3,2,2, ,1,1,1,1,1,1,2,4,3,1,2,2,2,1,2,1,3,1,2,2, ,1,2,1,2, ,2, ,2, ,2,3, ,1,3,3,2, , , , , , ,1,4,0,2,4,0, , , , , ,2,6,4,7,2,1, ,16, , , , , , , , , , , ,2,3,1960,68513,7,2,8,61704,17113,676,556,1406,C,3,1,1,1,1,1,5,0,0,0
000680,2,2,2,1,2,4,1,2,1,2, , , , , , ,5, , , , , , ,1,3,1,4, ,1,1,3,2,1,1,1,2,1,4,3,2,1,1,1,2,2,1,1,2, ,1,1,2,1, ,6, ,1, ,2,2, ,2,2,3,3, , , , , , , , , , , , ,1,1,1,2,1,2,2,2,4,3,1, ,5, , , , , , , , , , , , , ,1937,60042,1,2,2,60084,17097,196,140,1698,A,3,0,1,0,0,1,2,0,0,0
000694,3,1,2,1,2,4,2,5,2,3, , , , , , ,6, , , , , , ,1,3,1,4, ,1,1,3,2,1,1,2,3,3,3,3,2,2,2,2,2,1,2,1,1, ,2,2,2,2, ,6, ,1, ,2,2, ,2,3,3,1,1,2,1,2,0,0, , , , , , , , , , , ,2,5,2,4,1,1, ,80, , , , , , , , , , , ,5,3,1934,61920,1,2,4,61920,17029,834,116,9999,D,3,0,0,1,0,0,1,0,0,0
000720,3,2,2,3,3,1,5,4,4,2,5,3, , , , ,6, , , , , , ,2,3,2,2, ,1,1,1,3,2,2,5,4,4,4,2,3,1,1,1,1,1,1,3,3, ,3,2,2,2, ,2, ,1, ,3,3, ,1,3,3,2, , , , , , ,1,2,1,3,3,3, , , , , ,1,2,4,5,6, ,9, , , , , , , , , , , , , , ,1900,99999,7,7,7,60050,17111,196,140,1698,A,3,0,1,1,0,1,3,0,0,0
000731,2,1,2,1,4,3,2,2,3,2, , , , , , ,7, , , , , , ,1,3,1,3, ,1,1,2,3,2,2,2,2,2,1,3,2,2,2,2,2,2,2,3,2, ,2,2,1,5,1,1, ,1, ,1,1, ,2,4,4,1,1,0,3,3,0,3, , , , , , , , , , , ,1,3,2,1,3,2, , , , , , , , , , , , ,5, , ,1927,60154,1,2,4,60160,17031,196,140,1698,A,3,0,1,0,0,0,1,0,1,0
000787,2,2,2,3,1,4,1,3,2,6, , , , , , , , , , , , , ,2,1,3, , ,1,1,1,1,1,1,1,2,2,1,3,1,1,2,1,2,2,1,1,2,1, ,2,2,2, ,4,1,3, ,2,3, ,2,2,2,1,1,2,1,3,3,3, , , , , , , , , , , ,1,5,4,5,1,1, ,30, , , , , , , , , ,2, ,4,3,1951,60047,1,2,5,60047,17097,196,140,1698,A,3,0,0,0,0,0,0,1,0,1
000812,3,2,3,2,4,3,5,2,3,6, , , , , , , , , , , , , ,2,3,2,2, ,1,1,1,3,1,1,1,1,1,1,3,1,1,2,3,2,2,2,1,1,1, ,2,2,2, ,6, ,1, ,2,2, ,1,4,3,1,1,3,0,3,3,1, , , , , , , , , , , ,1,2,4,4,1,1, ,5, , , , , , , , , , , , , ,1930,60115,1,2,3,60115,17037,196,140,1698,A,3,0,0,0,0,0,0,1,0,1
000820,3,2,3,1,3,3,5,5,1,6, , , , , , , , , , , , , ,2,3,1,1, ,1,1,1,1,5,2,5,5,5,1,2,3,1,3,3,2,1,2,2,1, ,1,1,2,2, ,2, ,1, ,2,4, ,1,2,3,2, , , , , , ,1,4,0,2,1,4, , , , , ,1,2,5,7,4, ,1,5, , , , , , , , , , , , , ,1916,60420,1,2,8,60420,17105,676,556,9999,D,3,0,0,0,0,0,0,1,0,1
000908,2,2,2,2,3,3,1,1,2,2, , , , , , ,5, , , , , , ,2,3,1,3, ,1,1,3,4,1,1,1,1,1,1,2,2,2,2,1,1,2,1,1,2, ,1,1,2,1, ,6, ,2, ,2,1, ,2,2,1,3, , , , , , , , , , , , ,1,1,1,2,1,2,7,4,8,1,1, ,5, , , , , , , , , , , , , ,1929,60130,1,2,8,60130,17031,196,140,1698,A,3,0,1,0,0,1,2,0,0,0
000980,2,2,2,2,3,3,1,2,3,6, , , , , , , , , , , , , ,2,2,1,1, ,1,1,1,3,1,1,1,1,1,5,2,2,2,2,2,2,2,1,2,2, ,3,2,1,2, ,2, ,1, ,2,2, ,1,3,3,2, , , , , , ,1,4,0,4,4,2, , , , , ,2,3,4,6,4, ,1,5, , , , , , , , , , , , , ,1960,60013,1,2,8,60013,17111,196,140,1698,A,3,0,0,0,0,0,0,1,0,1
000983,2,1,2,1,2,3,2,1,1,2, , , , , , ,7, , , , , , ,1,3,1,4, ,1,1,2,1,1,1,1,5,1,1,3,2,2,2,2,2,2,1,1,1, ,2,2,2,1, ,1, ,1, ,2,1, ,2,3,3,2, , , , , , ,1,2,2,2,1,3, , , , , ,1,6,2,1,4, ,1,5, , , , , , , , , , , , , ,1937,60453,1,2,4,60453,17031,196,140,1698,A,3,0,1,0,0,0,1,0,1,0
001051,3,2,2,3,2,3,5,5,4,5, , , , , , ,6, , , , , , ,1,4,1,2, ,1,2,3,1,1,1,1,2,5,1,2,1,1,2,1,2,1,1,1,1,1, ,2,1,7, ,6, ,1, ,3,2, ,1,3,1,3, , , , , , , , , , , , ,1,1,1,1,1,1,4,4,4,1,1, ,5, , , , , , , , , , , , , ,1935,62301,1,3,3,62301,17001,712,588,9999,C,3,0,0,0,0,1,1,0,0,0
001099,2,1,2,1,2,3,2,3,3,3,2,1,4, , , ,5, , , , , , ,1,3,2,2, ,2, ,3,2,3,2,3,2,3,3,2,2,1,2,2,2,2,2,1,2,2, ,2,2,4,4,4,3,1, ,3,2, ,2,3,3,3, , , , , , , , , , , , ,1,2,1,1,1,1,3,4,5,1,1, ,5, , , , , , , , , , , , , ,1947,60156,1,2,6,60102,17111,196,140,1698,A,3,1,1,1,1,1,5,0,0,0
001259,3,2,2,3,2,2,3,4,4,2,1,5, , , , ,6, , , , , , ,2,3,2,2, ,1,1,1,3,1,2,3,3,3,1,2,3,3,2,1,3,3,1,2,2, ,2,1,2,2, ,6, ,2, ,3,1, ,1,3,3,1,1,3,1,3,3,3, , , , , , , , , , , ,1,5,4,4,4, ,1,5, , , , , , , , , , , , , ,1970,60135,1,2,8,60135,17037,196,140,1698,A,3,1,1,0,0,1,3,0,0,0
001314,2,2,2,1,2,3,2,2,3,2, , , , , , ,3, , , , , , ,2,3,1,2, ,1,1,1,3,2,3,1,1,5,2,2,2,2,3,1,3,3,1,1,2, ,2,2,2,2, ,2, ,1, ,2,2, ,1,2,1,3, , , , , , , , , , , , ,1,2,1,1,1,1,5,4,7,5, ,3, , , , , , , , , , , , , , ,1933,60030,1,2,6,60030,17097,196,140,1698,A,3,0,1,1,0,0,2,0,0,0
001316,3,1,2,2,5,4,2,3,2,6, , , , , , , , , , , , , ,2,3,2,4, ,1,1,3,2,1,1,1,2,2,1,2,2,1,2,2,2,2,1,2,2,1, ,1,2,7, ,6, ,1, ,4,4, ,1,2,2,2, , , , , , ,1,0,0,4,0,0, , , , , ,1,5,6,8,6, ,9, , , , , , , , , , , , , , ,1967,60050,1,2,8,60050,17111,196,140,1698,A,3,0,0,0,0,0,0,1,0,1
001324,3,2,3,2,2,3,5,5,3,6, , , , , , , , , , , , , ,3,4,3, , ,2, ,2,2,2,2,5,5,5,3,4,3,2,3,3,1,1,2,2,2,2, ,3,3,2, ,6, ,3, ,4,3, ,3,1,3,2, , , , , , ,2, , , , , , , , , , ,1,1,6,2,6, ,1,88, , , , , , , , , , , ,5,6,1919,62575,1,2,8,62549,17115,834,116,1950,C,3,0,0,0,0,0,0,1,0,1
001418,2,2,2,1,2,3,5,2,2,5,2,1, , , , ,6, , , , , , ,2,3,2,3, ,1,1,2,2,1,5,1,3,1,1,3,2,1,2,1,2,2,2,1,1,1, ,2,2,1, ,1, ,1, ,1,1, ,1,2,3,3, , , , , , , , , , , , ,1,1,1,1,1,2,6,3,2,4, ,1,14, , , , , , ,1, , , , ,5,2,1941,60002,1,2,8,60002,17097,196,140,1698,A,3,1,1,0,0,1,3,0,0,0
001450,2,1,2,1,3,3,1,1,1,2, , , , , , ,6, , , , , , ,2,2,1,3, ,1,1,2,2,1,1,1,4,1,1,2,1,2,1,2,2,1,1,2,2, ,2,1,1,1, ,1, ,1, ,1,1, ,1,2,1,3, , , , , , , , , , , , ,1,1,1,1,1,1,3,2,1,1,1, ,5, , , , , , , , , , , , , ,1945,60010,1,3,7,60010,17097,196,140,1698,A,3,0,1,0,0,0,1,0,0,0
001462,2,2,2,2,3,4,4,2,4,2, , , , , , ,1, , , , , , ,2,2,1,1, ,1,1,1,3,1,1,1,4,1,4,2,2,2,2,1,1,3,1,2,2,2, ,1,3,2, ,2, ,3, ,2,3, ,1,2,2,3, , , , , , , , , , , , ,1,2,1,1,1,1,4,5,7,4, ,1,80, , , , , , , , , , , ,5,6,1942,60656,1,2,8,60706,17031,196,140,1698,A,3,1,1,0,0,0,2,0,0,0
001541,2,2,2,3,3,3,3,2,4,7, , , , , , ,6, , , , , , ,1,3,2,2, ,1,1,1,1,1,1,5,1,1,1,3,2,1,2,1,2,2,1,1,1, ,1,1,2,7, ,6, ,2, ,1,1, ,1,3,3,2, , , , , , ,1,4,0,4,4,0, , , , , ,1,2,3,5,4, ,1,80, , , , , , , , , , , ,3,2,1956,60083,1,2,5,60085,17097,196,140,1698,A,3,0,0,0,0,0,0,0,1,1
001633,3,2,2,2,3,2,4,3,4,6, , , , , , , , , , , , , ,2,1,2,1, ,1,1,3,1,3,1,1,4,4,1,3,2,2,2,2,2,2,2,1,1, ,1,2,2,4,1,4,4,1, ,3,2, ,2,2,3,3, , , , , , , , , , , , ,3,3,1,1,1,2,3,4,6,2,1, ,13, , , , , ,2, , , , , ,5,3,1953,61764,7,2,8,61764,17105,676,556,9999,D,3,0,0,0,0,0,0,1,0,1
001635,3,2,2,1,2,3,3,2,2,2, , , , , , ,1, , , , , , ,2,1,2,2, ,1,1,2,2,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,1, ,1,1,2,2, ,1, ,1, ,2,2, ,1,1,1,1,1,2,1,0,3,0, , , , , , , , , , , ,2,2,5,1,1,1, ,21, , , , , , , , , , , ,5,2,1961,61759,1,2,8,61759,17179,676,556,3790,B,3,1,1,0,0,0,2,0,0,0
001708,3,2,2,1,4,3,2,2,2,2,3, , , , , ,6, , , , , , ,2,3,2,2, ,1,1,2,3,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1, ,2,2,2,1, ,5, ,2, ,1,1, ,2,1,1,2, , , , , , ,1,2,2,2,2,3, , , , , ,1,5,2,2,4, ,1,5, , , , , , , , , , , , , ,1960,60071,1,2,6,60081,17111,196,140,1698,A,3,0,1,1,0,0,2,0,0,0
001738,3,2,2,2,3,3,2,2,2,2,3, , , , , ,6, , , , , , ,2,3,2,5, ,2, ,2,2,1,1,1,2,5,1,3,2,2,2,1,3,2,2,2,2,1, ,1,2,7, ,6, ,1, ,3,1, ,1,3,3,3, , , , , , , , , , , , ,1,1,1,1,1,2,6,3,2,2,1, ,6, , , ,2, , , , , , , ,5,2,1938,61008,1,2,8,61008,17007,744,616,4042,B,3,0,1,1,0,0,2,0,0,0
001748,3,3,2,1,3,5,5,5,2,2,3, , , , , ,6, , , , , , ,2,3,2,5, ,1,1,2,3,1,1,1,1,1,1,2,2,2,2,3,2,2,1,1,3,3, ,2,3,7, ,6, ,1, ,2,2, ,3,3,3,1,1,3,1,3,0,3, , , , , , , , , , , ,2,5,3,2,1,1, ,16, , , , , , , , , , , ,2,3,1927,62626,1,2,2,62626,17117,760,626,4118,D,3,0,1,1,0,0,2,0,0,0
002022,2,2,2,1,2,3,4,3,2,6, , , , , , , , , , , , , ,2,3,1,1, ,1,1,2,3,1,1,1,1,1,1,2,2,1,2,1,2,2,1,2,2,2, ,2,1,7, ,6, ,1, ,1,1, ,1,3,3,3, , , , , , , , , , , , ,1,1,1,1,2,1,5,3,3,3,2, , , , , , , , , , , , ,3, , ,1971,60016,3,2,6,60016,17031,196,140,1698,A,3,0,0,0,0,0,0,1,0,1
002034,2,1,2,2,2,4,2,2,2,7, , , , , , ,6, , , , , , ,1,3,2,5, ,1,1,1,2,1,1,1,1,1,1,3,2,1,2,2,2,2,1,1,2,2, ,1,1,7, ,2, ,1, ,1,1, ,1,3,3,2, , , , , , ,1,0,4,4,2,0, , , , , ,2,3,3,5,5, ,1,5, , , , , , , , , , , , , ,1953,60085,1,3,3,60085,17097,196,140,1698,A,3,0,0,0,0,0,0,0,1,1
002128,3,2,2,2,3,5,2,2,3,2, , , , , , ,6, , , , , , ,2,1,2,5, ,1,1,1,2,1,1,1,4,3,2,2,2,2,2,1,1,2,1,2,2, ,2,1,2,7, ,6, ,2, ,3,1, ,2,2,3,3, , , , , , , , , , , , ,1,1,1,1,1,2,2,2,5,2,1, ,9, , , , , , , , , , , ,5,2,1962,61944,1,7,3,61944,17045,848,116,9999,D,3,0,1,0,0,0,1,0,0,0
002148,2,2,2,1,3,3,5,5,3,6, , , , , , , , , , , , , ,2,1,2,2, ,1,1,1,1,1,5,3,3,3,5,1,1,1,1,2,1,1,2,1,2,2, ,3,2,6, ,2, ,3, ,2,3, ,1,2,3,1,1,2,1,3,0,0, , , , , , , , , , , ,1,1,4,5,4, ,1,3, ,1, , , , , , , , , ,2,6,1944,60119,1,3,8,60119,17089,196,140,1698,A,3,0,0,0,0,0,0,1,0,1
002215,3,2,2,2,2,3,3,2,3,2, , , , , , ,6, , , , , , ,2,3,1,2, ,2, ,1,2,1,1,1,2,1,1,2,2,2,1,2,2,2,1,2,2, ,2,1,1,7, ,6, ,1, ,2,1, ,1,3,2,2, , , , , , ,1,4,0,3,3,0, , , , , ,2,3,4,6,4, ,1,14, , , , , , ,8, , , , ,7,2,1950,61047,1,2,8,61047,17141,744,616,9999,B,3,0,1,0,0,0,1,0,0,0
002240,3,2,2,2,2,3,4,4,4,6, , , , , , , , , , , , , ,3,1,2,1, ,1,1,1,1,5,1,1,4,4,1,2,2,2,2,2,1,2,1,2,2,2, ,2,2,7, ,6, ,1, ,2,3, ,1,3,4,1,1,3,0,3,3,3, , , , , , , , , , , ,2,2,3,7,1,1, ,6, , , ,1, , , , , , , ,2,7,1932,61814,1,3,8,61814,17183,834,116,1918,C,3,0,0,0,0,0,0,1,0,1
002312,3,3,2,1,3,3,2,5,5,7,2,3, , , , ,6, , , , , , ,1,4,2,2, ,2, ,1,3,2,2,2,2,2,1,3,2,2,3,3,3,3,3,1,1,1, ,1,2,2, ,5, ,1, ,1,2, ,3,3,3,1,1,2,1,3,3,3, , , , , , , , , , , ,2,5,3,4,1,1, ,31, , , , , , , , , , , ,5,6,1938,61764,1,5,1,61764,17105,676,556,9999,D,3,0,1,1,0,0,2,0,1,0
002371,3,1,2,1,2,2,1,5,1,6, , , , , , , , , , , , , ,2,1,1,5, ,2, ,2,2,2,3,2,3,1,5,2,2,1,3,2,3,1,2,2,2, ,1,1,1,2, ,4,2,3, ,2,1, ,2,1,1,1,1,0,3,3,2,3, , , , , , , , , , , ,2,4,2,1,5, ,3, , , , , , , , , , , , , , ,1979,61068,1,2,5,61068,17141,744,616,9999,B,3,0,0,0,0,0,0,1,0,1
002400,3,1,2,2,3,3,5,2,1,2, , , , , , ,3, , , , , , ,1,1,3, , ,1,2,2,1,1,1,2,2,2,1,1,2,2,2,3,2,1,2,2,2, ,2,2,2,7, ,6, ,2, ,3,3, ,1,2,2,1,1,0,3,3,0,0, , , , , , , , , , , ,2,2,5,8,5, ,1,5, , , , , , , , , , , , , ,1962,61604,1,2,4,61607,17143,676,556,3790,B,3,0,1,1,0,0,2,0,0,0
002470,2,3,3,2,3,3,2,2,2,2, , , , , , ,3, , , , , , ,2,1,2,5, ,1,1,2,2,1,1,2,3,4,1,2,2,2,2,1,2,2,1,2,2,2, ,1,1,1, ,2, ,1, ,2,2, ,2,2,2,2, , , , , , ,1,1,2,0,2,2, , , , , ,1,5,2,1,3,1, ,5, , , , , , , , , , , , , ,1982,60565,1,2,8,60540,17043,196,140,1698,A,3,0,1,1,0,0,2,0,0,0
002496,2,1,2,2,3,4,2,1,2,6, , , , , , , , , , , , , ,3,3,2,3, ,1,1,2,3,1,1,1,2,1,1,2,2,1,2,1,2,2,2,2,2, ,2,1,2,7, ,1, ,1, ,1,2, ,1,3,1,1,1,1,2,3,1,3, , , , , , , , , , , ,1,5,3,4,3,1, ,5, , , , , , , , , , , , , ,1966,60561,1,2,6,60515,17043,196,140,1698,A,3,0,0,0,0,0,0,1,0,1
002524,2,2,3,2,3,2,3,3,2,2, , , , , , ,1, , , , , , ,1,1,2,3, ,1,1,2,2,1,1,2,1,2,2,3,2,2,2,2,2,2,1,2,1, ,2,1,2,7, ,2, ,2, ,1,1, ,2,2,1,3, , , , , , , , , , , , ,1,1,1,2,1,2,4,2,4,4, ,2, , , , , , , , , , , ,80, , ,1965,60525,1,2,3,60558,17031,196,140,1698,A,3,1,1,0,0,0,2,0,0,0
002529,2,2,2,1,2,3,2,2,3,6, , , , , , , , , , , , , ,2,4,2,2, ,1,2,3,4,1,1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,1, ,2,1,7, ,6, ,1, ,3,3, ,2,2,2,2, , , , , , ,1,1,0,0,0,0, , , , , ,1,2,4,8,3,2, , , , , , , , , , , , ,89, , ,1900,20006,1,3,8,60174,17089,196,140,1698,A,3,0,0,0,0,0,0,1,0,1
002537,2,1,2,1,2,3,5,5,2,2,3,4, , , , ,5, , , , , , ,1,3,1,4, ,1,1,2,2,1,1,1,3,1,1,2,2,2,2,2,1,2,2,2,2,1, ,1,2,5,3,1, ,2, ,1,2, ,1,3,3,3, , , , , , , , , , , , ,1,1,1,2,1,2,5,3,4,3,1, ,5, , , , , , , , , , , , , ,1946,60532,1,2,4,60515,17043,196,140,1698,A,3,0,1,1,1,1,4,0,0,0
002577,3,2,2,1,2,4,2,3,3,6, , , , , , , , , , , , , ,1,3,2,5, ,1,1,1,1,1,2,5,4,1,1,2,2,2,2,1,1,2,1,1,1, ,1,1,2,2, ,2, ,1, ,2,1, ,1,3,3,1,1,3,3,3,2,3, , , , , , , , , , , ,1,6,3,5,1,1, ,89, , , , , , , , , , , ,2,2,1957,61832,1,2,8,61832,17183,834,116,1918,C,3,0,0,0,0,0,0,1,0,1
002579,3,2,2,1,3,1,1,3,3,2, , , , , , ,6, , , , , , ,2,1,2,2, ,1,1,2,2,3,2,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2, ,1,2,2, ,2, ,1, ,2,3, ,2,2,3,1,1,2,2,3,3,3, , , , , , , , , , , ,2,4,4,1,2,1, ,80, , , , , , , , , , , ,2,5,1947,62351,1,2,4,62351,17001,712,588,9999,C,3,0,1,0,0,0,1,0,0,0
002614,3,2,2,1,2,5,5,5,2,6, , , , , , , , , , , , , ,2,1,2,6, ,4, ,2,4,5,1,4,1,4,4,2,3,2,2,2,1,1,1,3,2,2, ,2,2,7, ,6, ,2, ,4,3, ,3,3,3,1,2, , , , , , , , , , , , , , , , ,2,1,3,1,6, ,9, , , , , , , , , , , , , , ,1919,61109,1,2,8,61108,17201,744,616,4042,B,3,0,0,0,0,0,0,1,0,1
002658,4,1,2,1,2,3,2,2,2,2,3, , , , , ,6, , , , , , ,1,3,2,3,2,1,1,2,3,4,2,5,3,5,5,3,2,2,2,1,2,2,2,1,1,1, ,1,1,1, ,1, ,1,1,1,1,2,1,3,3,1,1,0,3,2,0,2, , , , , , , , , , , ,2,5,2,1,1,1, ,5, , , , , , , , , , , , , ,1984,62278,1,2,6,62278,17157,760,626,9999,D,3,0,1,1,0,0,2,0,0,0
002659,3,2,2,1,3,5,2,5,5,6, , , , , , , , , , , , , ,3,1,3, ,4,2, ,1,3,3,3,3,3,3,3,4,3,3,1,3,1,2,3,3,2,2, ,2,2,7, ,6, ,3,2,3,3,3,1,2,3,1,2, , , , , , , , , , , , , , , , ,2,1,6,7,3,1, ,5, , , , , , , , , , , , , ,1918,62650,1,2,1,62650,17137,834,116,9999,D,3,0,0,0,0,0,0,1,0,1
002714,3,2,2,2,3,3,3,3,4,1,3, , , , , ,2,5, , , , , ,2,3,1,2,1,1,1,1,1,4,2,4,4,4,4,2,1,1,1,1,1,1,2,2,2, ,2,1,2,2, ,2, ,1,1,1,3,1,1,2,2,3, , , , , , , , , , , , ,1,2,2,1,1,2,6,4,5,4, ,1,19, , , , , , , ,1, , , ,5,3,1960,61520,1,2,4,61520,17057,676,556,9999,D,3,1,1,1,0,1,4,0,0,0
