DownSt_NW,vet_1recodecol,vet_2recodecol,Area618,AreaSE618,Longitude,DownSt_South,UnionDum,pen_bnkil_dum,Area4,id,area,type,cell,safe,spk_youngest,reg_voter,gender,rwdirusa,rwdiril,rwdirlocal,qlife,app_gov_rau,app_ussen_kirk,app_pres_oba,app_ussen_dur,fix_deficit_il,cuts_K12,cuts_he,cuts_uni31,cuts_cops,cuts_parks,cuts_poor,cuts_dis,pen_cuts,tax_gas10,tax_services,gamble_exp,tax_ret_inc,tax_ret_inc50K,tax_inc_temp,tax_temp_inc45,tax_inc_mil,tax_inc_grad,frack_know,frack_safe,frack_bene,grow_dt,safe_walk,mod_trans,mod_trans_other,prefer_cars,local_food,vet_greatest,vet_greatest_other,vet_2ndgreat,vet_2ndgreat_other,news_social,news_nat_paper,news_loc_paper,news_nat_tv,news_loc_tv,news_nat_radio,news_loc_radio,news_online_cons,news_online_libs,social_shrviews,pens_bnkrpt_il,pens_bnkrpt_chi,abort_leg,lg_rights,feel_priv_union,feel_pub_unioin,feel_muslims,feel_lds,education,ideology2,party_leans,employ_time,employ_type,retired_type,union,relig_often,relig_1,relig_2,born_again,vet_you,vet_family,zip,age_cat,birth_yr,rac_eth1,rac_eth_other,neighborhood,hhinc1,party_aff1,ideology,vet_self,vet_dum_ue,vet_dum_underem,vet_dum_ptsd,vet_dum_va,vet_dum_phy,vet_dum_vbi,vet_dum_homeless,vet_dum_tech,vet_dum_college,vet_dum_sui,vet_dum_drug,vet_dum_famrel,vet_dum_other,vet_dum_DKNR,vet_1recode,vet_2recode,vet_cc_econ,vet_cc_mental,vet_cc_health,vet_cc_va,vet_cc_edu,vet_cc_other,vet_cc_DKNR,vet_cc_respect,N3_cat,N4_cat,City,County,Latitude,Chicago,CollarCounty,Cook_NoChi,Chi_Suburbs,DownState,area_chi,area_suburbs,area_downstate,vet_family2,AreaCode,vet_va_health,app_rau_col,app_kirk_col,app_oba_col,app_dur_col,vet_you_fam,feel_priv_col,feel_pub_col,feel_mus_col,feel_lds_col,RE_Col,usa_1,rway_usa,rway_il,rway_local,N3_B,RE_W,N3_ORE,RE_B,N3_W,RE_ORE,Age_col,Age__1,Age__2,Age__3,Age__4,HHI_Col,BA_yes,Female,Emp__FT,Emp__PT,Emp__Ret,Emp__Not,Emp__DKNR,Dem,Ind,Rep,Party__DKNR,Lib,Mod,Con,vet_va_health2,Generation,hhinc,party_aff,rac_eth
1,1,2,0,0,87.72,0,0,0,2,044565,2,2,1,1, ,1,2,2,2,3,2,1,9,4,9,2,2,3,3,2,2,2,2,2,2,1,1,1, ,2,4,1,1,4,4,2,5,2,1, ,4,2,7, ,3, ,0,0,0,2,5,0,0,0,0,3,2,2,1,1,2,2,2,2,2,6,1,1,1, ,2,4, ,3, ,5,1,60471,7,1961,2, ,3,8,1,9,2, , ,1, , , ,1, , , , , , , ,7,3,1,1,0,0,0,0,0,0,1,1,Richton Park,Cook,41.48,0,0,1,1,0, , , ,1,708,0,1,9,3,9,3,1,1,1,1,2,2,0,0, ,1,0,0,1,0,0,3,0,0,1,0, , ,1,1,0,0,0,0,1,0,0,0, , , ,2,2,9,1,2
1,1,2,0,0,87.72,0,0,1,2,041938,2,1, , ,1,1,2,1,3,1,2,5,9,2,1,2,1,3,2,2,2,2,2,1,1,1,2,1, ,1, ,2,2,1,2,2,3,2,1, ,2,2,1, ,3, ,0,3,2,7,7,0,0,2,0,3,1,1,2,2,2,3,1,2,6,4,7,3, ,5,2,3,1, ,2,5,1,60091,13,1927,1, ,8,6,3,3,2,1, ,1, , , , , , , , , , , ,1,3,1,1,0,0,0,0,0,0,3,3,Wilmette,Cook,42.07,0,0,1,1,0, , , ,1,847,0,3,9,1,1,3,1,2,1,1,1,1,1, ,1,0,1,0,0,1,0,4,0,0,0,1,5,0,1,0,0,1,0,0,0,0,1,0,0,0,1,2,1,3,3,1
1,9,9,0,0,88.12,0,0, ,2,043011,2,1, , ,1,1,2,3,3,3,3,9,9,5,9,4,2,3,3,3,2,2,2,1,1,2,2,2,1,1, ,1,1,1,4,2,4,1,1, ,2,2,14, , , ,0,0,0,7,7,9,1,9,1,3,3,3,1,1,1,1,1,1,2,3,4,3, ,4,2,5, ,2, ,5,2,60010,11,1941,1, ,8,3,2,2,2, , , , , , , , , , , , , ,1,14,14,0,0,0,0,0,0,1,0,3,3,Barrington,Cook,42.15,0,0,1,1,0, , , ,2,847630312224,0,9,9,3,9,4,1,1,1,1,1,3, , , ,0,1,0,0,1,0,4,0,0,0,1,2, ,1,0,0,1,0,0,0,1,0,0,0,1,0,2,1,1,2,1
1,1,1,0,0,87.68,0,0,0,2,040909,2,2,1,1, ,1,1,1,2,2,4,2,9,4,2,2,2,2,2,3,2,3,2,2,2,1,1,2,1,1, ,1,1,1,4,2,5,4,1, ,2,2,7, ,1, ,7,7,7,7,1,1,0,1,7,1,2,2,1,1,3,3,1,3,5,2,3,2,4, ,2,4, ,3, ,5,1,60612,4,1978,1, ,2,4,1,1,2,1, , , , , ,1, , , , , , , ,7,1,1,0,0,0,0,0,0,0,1,1,Chicago,Cook,41.83,1,0,0, , , , , ,1,312773,0,1,9,3,1,3,2,2,1,2,1,1,1,0,0,1,1,0,0,0,0,2,0,1,0,0,3, ,0,0,1,0,0,0,1,0,0,0,1,0,0,2,3,2,1,1
1,1,2,0,0,87.78,0,1,0,2,045577,2,1, , ,1,1,2,3,1,1,3,2,4,4,5,2,2,1,2,1,2,3,2,2,2,2,1,1, ,2,3,1,1,2,4,2,1,2,2, ,2,2,2, ,3, ,0,1,1,5,7,3,5,0,0,3,2,2,2,1,1,1,2,1,6,2,3,1,3, ,1,2,1, ,2,5,2,60302,7,1960,1, ,7,9,1,1,2, ,1,1, , , , , , , , , , , ,2,3,1,1,0,0,0,0,0,0,3,3,Oak Park,Cook,41.88,0,0,1,1,0, , , ,2,312708773,0,1,3,3,3,4,1,1,1,1,1,3, ,1,1,0,1,0,0,1,0,3,0,0,1,0, ,0,1,1,0,0,0,0,1,0,0,0,1,0,0,2,2,9,1,1
1,9,9,0,0,87.68,0,0, ,2,043153,2,2,1,1, ,1,1,2,2,2,2,4,2,4,2,3,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,1,1,2,3,2,3,2,2, ,2,3,14, , , ,7,2,1,4,0,3,3,0,4,1,3,3,1,1,2,2,2,3,3,1,3,1,1, ,2,4, ,2, ,5,2,60640,1,1991,3, ,7,6,1,1,2, , , , , , , , , , , , , ,1,14,14,0,0,0,0,0,0,1,0,3,3,Chicago,Cook,41.83,1,0,0, , , , , ,2,312773847,0,3,1,3,1,4,1,1,1,2,3,2,0,0,0,0,0,0,0,1,1,1,1,0,0,0,5, ,0,1,0,0,0,0,1,0,0,0,1,0,0,2,4,3,1,3
1,3,9,0,0,88.1,0,0,0,2,044055,2,2,1,1, ,1,1,1,2,1,2,2,4,4,4,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,3,2,3,1,5, ,2,2,4, ,14, ,0,7,7,7,7,0,0,0,0,3,2,2,1,1,2,2,5,5,4,2,4,1,1, ,2,5, ,2, ,5,1,60187,4,1979,1, ,7,6,2,1,2, , , ,1, , , , , , , , , ,1,4,14,0,0,0,1,0,0,1,0,3,3,Wheaton,Dupage,41.85,0,0,0, , , , , ,1,630,1,1,3,3,3,3,1,1,5,5,1,1,1,0,1,0,1,0,0,1,0,2,0,1,0,0,5, ,0,1,0,0,0,0,0,1,0,0,1,0,0,1,3,3,2,1
1,3,1,0,0,88.01,0,0,1,2,047196,2,2,1,1, ,1,2,2,2,3,4,9,9,1,1,3,2,2,1,1,2,1,1,2,2,2,2,1, ,2,4,1,1,4,2,1,4,1,1, ,2,2,4, ,1, ,0,7,1,7,7,0,0,7,7,3,1,1,3,3,4,4,3,2,6,5,6,3, ,2,2,1,1, ,1,5,1,60491,13,1932,1, ,8,3,3,3,2,1, , ,1, , , , , , , , , , ,4,1,1,0,0,1,0,0,0,0,3,3,Homer Glen,Will,41.6,0,1,0, , , , , ,1,0,1,9,9,1,1,3,2,2,2,1,1,2,0,0, ,0,1,0,0,1,0,4,0,0,0,1,2,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,3,1
1,1,3,0,0,87.7,0, ,1,2,041657,2,1, , ,1,1,2,2,2,2,3,5,5,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,1,2,4,1,1,4,5,2,2,3,1, ,1,2,2, ,5, ,0,1,1,7,7,7,7,0,0,3,1,1,3,3,1,1,4,4,2,3,5,4, , , ,1,1, ,1,5,1,60805,12,1937,1, ,10,3,3,2,2, ,1, , ,1, , , , , , , , , ,2,5,1,0,1,0,0,0,0,0,10,10,Evergreen Park,Cook,41.72,0,0,1,1,0, , , ,1,708773,1,3,3,1,1,3,1,1,2,2,1,2,0,0,0, ,1, ,0, ,0,4,0,0,0,1,2,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,3,1
 ,9,9,0,0,87.68,0, , ,1,039991,1,1, , ,1,1,2,1,2,2,3,3,9,5,4,2,2,2,2,2,2,2,2,2,2,2,1,3, ,2,4,1,3,4,5,3,4,1,1, ,4,2,14, , , ,0,0,1,7,7,2,2,0,0,3,3,3,2,1,5,5,5,5,3,6,9,5, , , ,3,9, , ,5,2,60616,14,0,7, ,9,9,9,9,2, , , , , , , , , , , , , ,1,14,14,0,0,0,0,0,0,1,0,2,4,Chicago,Cook,41.83,1,0,0, , , , , ,2,312773630,0,2,9,3,3,4,5,5,5,5, ,1,1,0,0,0, ,1, ,0, , , , , , , , ,1,0,0,0,0,1,0,0,0,1, , , ,2,0,9,9,7
 ,5,3,0,0,89.76,1,0,0,4,045810,3,1, , ,1,1,1,3,3,1,3,2,3,5,5,2,2,2,2,3,2,2,2,2,1,1,1,1, ,1, ,1,1,2,3,3,1,1,1, ,3,2,13,TREATMENT THEY GET,4, ,7,7,1,7,7,1,1,1,6,2,2,3,1,1,1,1,1,2,6,1,1,1,2, ,2,1,1, ,2,2,2,62690,5,1974,1, ,8,3,1,1,1, , , ,1, , , , , , , , ,1, ,18,4,0,0,0,1,0,0,0,1,3,3,Virden,Macoupin,39.5,0,0,0, , , , , ,2,217,1,1,2,3,3,2,1,1,1,1,1,3, , ,1,0,1,0,0,1,0,2,0,1,0,0,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,3,1,1,1
 ,9,9,0,0, ,0,0, ,3,046183,3,1, , ,1,1,2,1,1,1,2,9,9,4,4,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,4,3,1,3,2,2,5,1,1, ,1,1,14, , , ,1,0,7,7,6,3,4,2,1,3,3,3,2,4,3,5,3,2,2,3,9,3, ,4,2,5, ,1,2,5,2,99999,13,1932,1, ,8,9,9,2,2, , , , , , , , , , , , , ,1,14,14,0,0,0,0,0,0,1,0,3,3, , , ,0,0,0, , , , , ,2,0,0,9,9,3,3,4,2,5,2,1,1,1,1,1,1,0,1,0,0,1,0,4,0,0,0,1, ,0,1,0,0,1,0,0,0,0,0,1,0,1,0,2,1,9,9,1
1,3,1,0,0, ,0,0,0,2,040043,2,2,1,1, ,1,2,2,2,3,5,1,4,5,5,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,4,1,3,1,4,2,3,2,1, ,2,2,4, ,2, ,1,0,1,6,5,2,2,0,0,1,2,2,4,1,2,1,2,5,6,2,9,3, ,5,2,6, ,9, ,5,1,99999,14,0,7, ,9,9,9,1,2, ,1, ,1, , , , , , , , , , ,4,2,1,0,0,1,0,0,0,0,2,4, , , ,0,0,0, , , , , ,1,0,1,1,3,3,3,3,1,1,1,5, ,2,0,0, ,0, ,1, ,0, , , , , , , , ,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,9,9,7
1,3,8,0,0,88,0,0,1,2,041747,2,2,1,1, ,1,1,1,2,1,2,9,2,5,4,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1, ,1,1,1,3,2,1,1,1, ,2,2,4, ,13,BEING REINTRODUCED TO NORMAL SOCIETY; FINDING WORK; AFFORDING A HOUSE,0,7,2,5,5,0,0,0,2,1,1,1,1,1,2,2,1,2,6,2,3,1,2, ,2,4, ,1,2,5,1,60060,7,1963,1, ,8,7,1,1,2, , , ,1, , , , , , , , ,1, ,4,13,0,0,0,1,0,1,0,0,3,3,Mundelein,Lake,42.26,0,1,0, , , , , ,1,847224,1,9,1,3,3,3,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,3,0,0,1,0,5,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,2,4,1,1
1,9,9,0,0,87.68,0,0,1,2,042746,2,2,1,1, ,1,1,1,2,1,2,1,4,5,5,3,2,2,2,1,1,2,1,1,1,1,2,1, ,1, ,1,1,2,2,1,2,1,1, ,2,2,14, , , ,1,3,3,7,1,3,3,1,4,3,1,1,2,1,1,1,2,2,6,1,3,1,1, ,2,4, ,1,2,5,2,60631,7,1961,1, ,8,7,1,1,2, , , , , , , , , , , , , ,1,14,14,0,0,0,0,0,0,1,0,3,3,Chicago,Cook,41.83,1,0,0, , , , , ,2,773708847224,0,1,3,3,3,4,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,3,0,0,1,0,5,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2,2,4,1,1
 ,5,1,0,0,87.68,0,0,1,1,045976,1,1, , ,1,1,1,1,2,2,3,1,5,2,5,3,2,2,2,2,2,2,2,1,1,2,1,2,1,1, ,1,2,2,2,3,1,1,1, ,2,2,13,TAKING CARE OF THE ONES THAT ARE DISABLED,2, ,0,1,7,1,7,1,1,2,1,1,1,1,1,1,2,5,2,2,5,1,1,1,1, ,2,4, ,3, ,3,1,60611,13,1927,1, ,7,9,1,1,1, ,1, , , , , , , , , , ,1, ,18,2,1,0,0,0,0,0,0,1,3,3,Chicago,Cook,41.83,1,0,0, , , , , ,1,312773630,0,1,3,1,3,1,1,5,1,1,1,1,1,0,0,0,1,0,0,1,0,4,0,0,0,1, , ,0,1,0,0,0,0,1,0,0,0,1,0,0,2,1,9,1,1
1,2,5,0,0,87.79,0,1,0,2,044305,2,1, , ,1,1,1,1,1,1,1,9,9,4,9,4,2,1,1,3,2,2,1,2,2,1,1,2,2,1, ,1,1,3,2,2,5,1,1, ,1,3,13,READJUSTING TO CIVILIAN LIFE,13,RECOGNITION OF THIER SERVICE AND WHAT THEY'VE DONE FOR US,0,0,0,7,7,7,7,0,0,1,2,2,1,2,3,3,2,1,6,3,5,3, ,5,1,1,1, ,2,5,2,60463,11,1941,7, ,8,8,3,2,2, , , , , , , , , , , , ,1, ,16,18,0,1,0,0,0,0,0,1,3,3,Palos Heights,Cook,41.66,0,0,1,1,0, , , ,2,708,0,9,9,3,9,4,2,2,1,1, ,1,1,1,1,0, ,0, ,1, ,4,0,0,0,1, ,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,1,9,3,7
1,1,3,0,0,89,0,1,0,3,048741,3,1, , ,1,1,2,2,2,1,1,9,9,2,9,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,4,1,1,4,5,3,2,1,1, ,1,2,2, ,4, ,7,7,7,2,7,0,0,0,0,2,2,2,2,1,1,1,5,2,6,3,6,1,3, ,1,5, ,1,1,5,1,61073,6,1969,1, ,8,6,3,2,2, ,1, ,1, , , , , , , , , , ,2,4,1,0,0,1,0,0,0,0,3,3,Roscoe,Winnebago,42.41,0,0,0, , , , , ,1,815,1,9,9,1,9,3,1,1,5,1,1,2,0,0,1,0,1,0,0,1,0,3,0,0,1,0,5,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,3,3,3,1
 ,3,1,0,0,87.61,1,0,1,4,043599,3,1, , ,1,1,1,2,2,2,3,3,4,1,1,2,1,1,1,3,1,1,1,1,2,1,2,1, ,1, ,2,3,1,2,1,5,1,1, ,3,3,4, ,1, ,0,6,7,7,7,9,0,9,9,4,1,1,4,4,2,4,4,2,2,2,5,3, ,1,2,1,1, ,2,5,1,61834,12,1938,1, ,10,4,3,1,2,1, , ,1, , , , , , , , , , ,4,1,1,0,0,1,0,0,0,0,10,10,Danville,Vermilion,40.14,0,0,0, , , , , ,1,217,1,2,3,1,1,3,1,2,2,1,1,2,0,0,0, ,1, ,0, ,0,4,0,0,0,1,3,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,2,3,1
1,3,1,0,0,90.01,0,0, ,3,045472,3,1, , ,1,1,2,2,2,3,3,9,4,2,3,3,2,2,2,1,2,2,2,2,1,1,2,1, ,1, ,1,1,2,5,3,2,1,1, ,1,3,4, ,1, ,0,7,1,7,7,9,0,9,9,3,3,3,2,4,2,2,5,5,2,4,5,3, ,3,2,1,1, ,2,5,2,61572,10,1947,1, ,8,5,3,3,2,1, , ,1, , , , , , , , , , ,4,1,1,0,0,1,0,0,0,0,3,3,Yates City,Knox,40.77,0,0,0, , , , , ,2,309,1,9,3,1,2,4,1,1,5,5,1,2,0,0, ,0,1,0,0,1,0,4,0,0,0,1,4,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,2,2,3,1
 ,3,9,1,0,89.53,1, ,0,4,046327,3,1, , ,1,1,2,1,1,1,1,5,9,4,4,3,1,2,2,2,1,1,2,1,2,1,2,2,2,2,3,2,2,2,5,3,4,1,1, ,1,2,4, ,14, ,7,7,7,7,7,2,0,0,0,1,2,3,1,1,2,2,2,2,7,2,3,5, , , ,6, ,9, ,5,1,62275,8,1956,1, ,10,4,1,1,2, , , ,1, , , , , , , , , ,1,4,14,0,0,0,1,0,0,1,0,10,10,Pocahontas,Bond,38.82,0,0,0, , , , , ,1,618,1,3,9,3,3,3,1,1,1,1,1,1,1,1,1, ,1, ,0, ,0,3,0,0,1,0,3, ,1,0,0,0,0,1,1,0,0,0,1,0,0,1,2,2,1,1
1,1,3,0,0,89.69,0,0, ,3,048147,3,1, , ,1,1,2,2,3,1,4,5,9,1,2,2,2,1,1,2,1,1,2,3,2,1,2,3, ,1, ,2,2,4,5,3,1,3,1, ,4,2,1, ,4, ,0,9,9,7,0,0,0,0,0,3,3,1,2,2,5,2,3,1,2,4,6,3, ,2,2,4, ,1,2,5,1,61081,13,1934,1, ,8,8,3,3,2,1, , ,1, , , , , , , , , , ,1,4,1,0,0,1,0,0,0,0,3,3,Sterling,Whiteside,41.79,0,0,0, , , , , ,1,815,1,3,9,1,1,3,5,1,2,1,1,2,0, ,1,0,1,0,0,1,0,4,0,0,0,1, ,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,9,3,1
 ,9,9,0,0,88.04,0,0,0,3,048607,3,1, , ,1,1,2,2,2,3,5,4,9,2,1,3,2,2,2,2,2,1,2,2,2,2,1,2,1,2,4,1,2,2,4,2,1,1,1, ,1,2,14, , , ,9,2,2,7,7,7,7,0,0,2,2,2,1,1,1,2,3,2,2,3,3,1,1, ,2,4, ,2, ,5,1,60441,11,1942,1, ,6,4,1,2,2, , , , , , , , , , , , , ,1,14,14,0,0,0,0,0,0,1,0,2,2,Lockport,Will,41.58,0,1,0, , , , , ,1,708815630,0,3,9,1,1,3,1,1,2,1,1,2,0,0, ,0,1,1,0,0,0,4,0,0,0,1,3, ,1,1,0,0,0,0,1,0,0,0,0,1,0,2,1,2,1,1
 ,3,1,0,0,88.04,0, ,0,3,049004,3,1, , ,1,1,2,1,2,2,3,1,1,5,5,1,2,2,2,2,2,2,2,2,2,1,1,2,2,1, ,1,1,2,4,2,1,1,1, ,2,2,4, ,1, ,7,9,9,7,1,0,0,7,7,1,2,2,1,1,1,1,3,4,3,1,1,4, , , ,5, ,3, ,2,2,60441,5,1970,1, ,8,5,1,1,1,1, , ,1, , , , , , , , , , ,4,1,1,0,0,1,0,0,0,0,3,3,Lockport,Will,41.58,0,1,0, , , , , ,2,708815630,1,1,1,3,3,2,1,1,2,2,1,1,1,0,0,0,1,0,0,1,0,2,0,1,0,0,4, ,1,0,0,0,1,0,1,0,0,0,1,0,0,1,3,2,1,1
1,3,1,0,0,87.87,0,1,1,2,040811,2,1, , ,1,1,2,2,2,1,2,5,4,1,2,2,2,3,3,2,2,2,2,1,1,2,2,2,1,1, ,1,1,3,5,3,3,2,1, ,1,2,4, ,1, ,0,7,7,7,7,5,7,0,0,3,1,1,3,2,1,1,5,5,2,4,5,3, ,1,1,1,1, ,2,5,1,60448,12,1937,1, ,7,4,3,3,2,1, , ,1, , , , , , , , , , ,4,1,1,0,0,1,0,0,0,0,3,3,Mokena,Will,41.53,0,1,0, , , , , ,1,708815,1,3,3,1,1,3,1,1,5,5,1,2,0,0,1,0,1,0,0,1,0,4,0,0,0,1,3,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,2,3,1
1,3,9,0,0,88.04,0,0,1,2,042752,2,1, , ,1,1,2,2,3,2,2,4,4,1,1,2,2,1,1,2,2,3,2,1,2,2,2,2,2,2,4,1,2,1,1,1,3,1,1, ,2,2,4, ,14, ,0,5,5,7,7,7,5,0,0,1,1,1,3,2,4,4,2,2,5,5,7,3, ,1,2,1,1, ,2,5,2,60067,12,1939,1, ,7,9,3,3,2, , , ,1, , , , , , , , , ,1,4,14,0,0,0,1,0,0,1,0,3,3,Palatine,Cook,42.11,0,0,1,1,0, , , ,2,847224,1,3,3,1,1,4,2,2,1,1,1,2,0, ,0,0,1,0,0,1,0,4,0,0,0,1, ,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,9,3,1
1,3,9,0,0,87.68,0,0,0,2,035267,2,2,1,1, ,1,1,1,2,2,3,9,9,5,4,2,1,1,1,2,1,1,1,1,2,1,2,2,2,2,4,1,1,3,2,2,1,2,7,TAXI,1,2,4, ,14, ,6,2,3,5,7,1,0,0,0,1,2,2,2,3,1,1,1,5,5,5,2,1,4, ,2,1,2, , ,5,2,60659,14,0,2, ,9,3,1,3,2, , , ,1, , , , , , , , , ,1,4,14,0,0,0,1,0,0,1,0,2,4,Chicago,Cook,41.83,1,0,0, , , , , ,2,773312847,1,9,9,3,3,4,1,1,1,5,2,1,1,0,0,0,0,1,1,0,0, , , , , ,2, ,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,2
1,2,2,0,0,88.05,0,0,1,2,045212,2,1, , ,1,1,1,1,2,2,3,9,4,2,2,2,1,1,1,1,2,2,2,1,2,2,1,2,1,2,4,1,1,2,4,2,3,1,1, ,1,3,12, ,3, ,0,0,1,0,0,0,0,0,0,3,1,1,3,3,3,3,1,2,5,4,5,1,1, ,2,1,1, ,2,5,2,60157,2,1989,1, ,7,4,3,3,2, , ,1, , , , , , , , ,1, , ,12,3,0,1,0,0,0,0,0,0,3,3,Medinah,Dupage,41.97,0,0,0, , , , , ,2,630224312708847,0,9,3,1,1,4,2,2,1,1,1,1,1,0,0,0,1,0,0,1,0,2,0,1,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2,4,2,3,1
1,5,1,0,0,87.65,0,0,0,2,036264,2,2,1,1, ,1,2,1,1,2,4,4,4,5,4,1,2,1,1,2,1,2,2,2,2,1,2,2,1,1, ,1,1,4,2,2,1,2,2, ,2,1,13,GOING TO WAR,1, ,5,5,5,6,5,1,5,5,3,1,2,2,3,2,2,2,5,2,3,2,3,3, ,1,2,1,1, ,1,5,1,60426,8,1958,2, ,3,2,1,1,2,1, , , , , , , , , , , ,1, ,18,1,1,0,0,0,0,0,0,1,1,1,Harvey,Cook,41.6,0,0,1,1,0, , , ,1,708,0,3,3,3,3,3,1,1,5,1,2,1,1,1,0,1,0,0,1,0,0,3,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,2,2,1,1,2
1,9,9,0,0, ,0, ,0,2,040618,2,1, , ,1,1,2,2,2,2,4,2,2,2,2,5,1,3,2,1,2,3,2,3,1,2,2,1, ,2,3,2,2,4,3,1,4,4,1, ,2,1,14, , , ,0,3,4,5,0,3,3,0,3,3,2,2,2,3,2,1,1,2,2,5,3,4, , , ,2,1, ,1,5,1,99999,10,1947,2, ,10,1,1,3,2, , , , , , , , , , , , , ,1,14,14,0,0,0,0,0,0,1,0,10,10, , , ,0,0,0, , , , , ,1,0,0,1,1,1,1,3,1,1,1,1,2,2,0,0,0, ,0, ,1, ,0,4,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,2,2,1,1,2
1,3,9,0,0,87.87,0,0,0,2,040962,2,2,1,1, ,1,2,1,1,1,2,5,4,1,4,3,2,1,1,2,1,1,2,1,2,2,1,2,2,1, ,1,1,4,2,1,2,1,1, ,2,3,4, ,14, ,0,2,2,5,5,4,4,0,0,3,2,2,3,1,2,2,3,2,5,3,5,1,1, ,2,3,1, ,2,5,2,60526,6,1965,1, ,8,7,3,2,2, , , ,1, , , , , , , , , ,1,4,14,0,0,0,1,0,0,1,0,3,3,La Grange Park,Cook,41.83,0,0,1,1,0, , , ,2,708,1,3,3,1,3,4,1,1,2,1,1,1,1,1,1,0,1,0,0,1,0,3,0,0,1,0,5,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,3,4,3,1
 ,3,3,1,0,90.15,1,0,0,4,045041,3,2,1,1, ,1,1,2,3,1,3,9,9,1,1,3,2,1,1,2,1,1,2,2,2,2,2,2,1,1, ,1,2,2,4,2,4,1,1, ,1,3,4, ,13,TRYING TO GET THE VA,0,0,7,0,0,0,0,0,0,1,2,3,2,3,4,1,5,5,2,6,5,3, ,3,2,4, ,2, ,2,1,62002,14,0,1, ,9,2,3,9,1, , , ,1, , , , , , , , ,1, ,4,4,0,0,0,1,0,0,0,0,2,4,Alton,Madison,38.9,0,0,0, , , , , ,1,618,1,9,9,1,1,1,2,1,5,5,1,2,0, ,1,0,1,1,0,0,0, , , , , ,1, ,0,0,0,1,0,0,0,0,1,0, , , ,1,0,1,3,1
1,9,9,0,0,87.85,0, ,0,3,047449,3,2,1,1, ,1,1,2,2,2,3,9,9,2,9,3,2,2,2,2,2,2,2,2,1,1,1,2,2,2,1,1,2,4,4,2,1,4,2, ,2,2,14, , , ,0,0,2,2,7,2,2,0,0,3,2,1,3,3,3,2,5,5,1,4,6,4, , , ,5, ,3, ,5,1,60915,14,0,1, ,9,1,3,3,2, , , , , , , , , , , , , ,1,14,14,0,0,0,0,0,0,1,0,2,4,Bradley,Kankakee,41.14,0,0,0, , , , , ,1,815,0,9,9,1,9,3,2,1,5,5,1,2,0,0,0,0,1,1,0,0,0, , , , , ,1, ,0,0,0,0,1,0,0,0,1,0,0,0,1,2,0,1,3,1
1,3,9,0,0,88.29,0,0,1,2,048382,2,1, , ,1,1,1,2,2,2,3,2,1,1,1,3,1,1,1,1,1,1,1,1,2,2,2,2,2,2,4,2,2,1,3,2,3,1,1, ,1,2,4, ,14, ,2,2,2,0,1,0,0,0,0,2,1,1,2,2,3,4,5,5,5,3,4,1,1, ,2,4, ,1,2,5,2,60118,4,1976,6,NATIVE AMERICAN,6,7,2,2,2, , , ,1, , , , , , , , , ,1,4,14,0,0,0,1,0,0,1,0,2,2,Dundee,Kane,42.1,0,1,0, , , , , ,2,847224,1,1,1,1,1,4,2,2,5,5,3,2,0,0,0,0,0,1,0,0,1,2,0,1,0,0,5,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,3,4,2,3
